  2.4694520e+02  3.5633957e+02  6.0328477e+02
  2.4543745e+02  3.4778514e+02  5.9322259e+02
  2.2047433e+02  3.4536890e+02  5.6584323e+02
  2.1102309e+02  3.2526708e+02  5.3629017e+02
  2.3347348e+02  3.4583274e+02  5.7930623e+02
  2.3349456e+02  3.5930975e+02  5.9280431e+02
  2.4247109e+02  3.6059578e+02  6.0306688e+02
  2.3906174e+02  3.9515272e+02  6.3421446e+02
  2.2810846e+02  3.6833306e+02  5.9644152e+02
  2.1845490e+02  3.2378662e+02  5.4224152e+02
  2.2804725e+02  3.7570023e+02  6.0374748e+02
  2.3151343e+02  3.4820280e+02  5.7971624e+02
  2.4315939e+02  3.4722405e+02  5.9038344e+02
  2.1531333e+02  3.7135170e+02  5.8666503e+02
  2.1490864e+02  3.7211225e+02  5.8702089e+02
  2.3858534e+02  2.9881071e+02  5.3739605e+02
  2.1822546e+02  3.3484402e+02  5.5306948e+02
  2.4147258e+02  3.5383148e+02  5.9530406e+02
  2.2345471e+02  3.3530705e+02  5.5876176e+02
  2.3124193e+02  3.2217010e+02  5.5341203e+02
  2.3820234e+02  3.5310438e+02  5.9130672e+02
  2.3637184e+02  3.4625171e+02  5.8262355e+02
  2.3242311e+02  3.3832862e+02  5.7075173e+02
  2.5242843e+02  3.5445024e+02  6.0687867e+02
  2.4035566e+02  3.4091516e+02  5.8127082e+02
  2.5025781e+02  3.9225801e+02  6.4251582e+02
  2.4027808e+02  3.4658901e+02  5.8686709e+02
  2.5114100e+02  3.6769572e+02  6.1883671e+02
  2.2206159e+02  3.4184430e+02  5.6390589e+02
  2.2629061e+02  3.5558630e+02  5.8187691e+02
  2.2074865e+02  3.4801014e+02  5.6875880e+02
  2.2410199e+02  3.4283446e+02  5.6693645e+02
  2.2706044e+02  3.4231981e+02  5.6938025e+02
  2.3307066e+02  3.5048099e+02  5.8355165e+02
  2.3681464e+02  3.5714442e+02  5.9395906e+02
  2.1823546e+02  3.3697203e+02  5.5520749e+02
  2.3149753e+02  3.6256435e+02  5.9406189e+02
  2.2855695e+02  3.2781376e+02  5.5637072e+02
  2.4156029e+02  3.6550445e+02  6.0706473e+02
  2.1324233e+02  3.2190100e+02  5.3514333e+02
  1.7730311e+02  3.7410583e+02  5.5140895e+02
  2.2522179e+02  3.5803721e+02  5.8325901e+02
  2.3428978e+02  3.6905777e+02  6.0334754e+02
  2.3395989e+02  3.4516825e+02  5.7912814e+02
  2.3674179e+02  3.4117196e+02  5.7791375e+02
  2.6496153e+02  3.2808522e+02  5.9304675e+02
  2.4919664e+02  3.4371299e+02  5.9290963e+02
  2.3598244e+02  3.2773420e+02  5.6371664e+02
  2.2539983e+02  3.4805076e+02  5.7345059e+02
  2.0243277e+02  3.4766644e+02  5.5009921e+02
  2.6396345e+02  3.4343037e+02  6.0739382e+02
  2.2120363e+02  3.6136428e+02  5.8256791e+02
  2.1974473e+02  3.6037440e+02  5.8011913e+02
  2.3325843e+02  3.5947728e+02  5.9273570e+02
  2.3791358e+02  3.5897847e+02  5.9689206e+02
  2.3803693e+02  3.6782517e+02  6.0586209e+02
  2.3157559e+02  3.4891007e+02  5.8048567e+02
  2.3268841e+02  3.1888509e+02  5.5157351e+02
  1.9470212e+02  3.5252491e+02  5.4722703e+02
  2.4053511e+02  3.8625897e+02  6.2679408e+02
  2.1096428e+02  3.7437148e+02  5.8533576e+02
  2.4558699e+02  3.4070093e+02  5.8628792e+02
  2.1326636e+02  3.3187529e+02  5.4514164e+02
  2.3188806e+02  3.7274473e+02  6.0463279e+02
  2.0865261e+02  3.4544031e+02  5.5409292e+02
  2.6150908e+02  3.5963498e+02  6.2114405e+02
  2.2764509e+02  3.2327793e+02  5.5092302e+02
  2.5271400e+02  3.5843338e+02  6.1114738e+02
  2.0729991e+02  3.8314571e+02  5.9044562e+02
  2.4147354e+02  3.6834669e+02  6.0982023e+02
  2.1862481e+02  3.7114479e+02  5.8976960e+02
  2.4844846e+02  3.3400551e+02  5.8245397e+02
  2.3404671e+02  3.3937747e+02  5.7342418e+02
  2.5972320e+02  3.2331467e+02  5.8303787e+02
  2.3942800e+02  3.4410905e+02  5.8353706e+02
  2.3709499e+02  3.4414794e+02  5.8124293e+02
  2.1587760e+02  3.6281536e+02  5.7869296e+02
  2.5211353e+02  3.5775876e+02  6.0987229e+02
  2.3391030e+02  3.4348238e+02  5.7739268e+02
  2.0032339e+02  3.7134690e+02  5.7167029e+02
  2.5871854e+02  3.4764601e+02  6.0636455e+02
  2.4874907e+02  3.6173125e+02  6.1048032e+02
  2.3634614e+02  3.3499040e+02  5.7133654e+02
  2.5885607e+02  3.6278773e+02  6.2164380e+02
  2.1949308e+02  3.5904109e+02  5.7853417e+02
  2.2196825e+02  3.3125562e+02  5.5322387e+02
  2.0502181e+02  3.3540165e+02  5.4042346e+02
  2.4259693e+02  3.3550723e+02  5.7810416e+02
  2.3435462e+02  3.7674433e+02  6.1109894e+02
  2.1731472e+02  3.4604861e+02  5.6336333e+02
  2.4084767e+02  3.4025817e+02  5.8110583e+02
  2.2688449e+02  3.5192686e+02  5.7881135e+02
  2.2495574e+02  3.7940360e+02  6.0435935e+02
  2.3885890e+02  3.7162605e+02  6.1048495e+02
  2.2567481e+02  3.4190012e+02  5.6757493e+02
  2.6168256e+02  3.4226037e+02  6.0394294e+02
  2.3373153e+02  3.4117469e+02  5.7490622e+02
  2.2544227e+02  3.5199152e+02  5.7743379e+02
  2.6857337e+02  3.3223871e+02  6.0081208e+02
  2.3128180e+02  3.4179318e+02  5.7307498e+02
  2.3714231e+02  3.7640914e+02  6.1355145e+02
  2.1525371e+02  3.5344391e+02  5.6869763e+02
  2.5881686e+02  3.5154119e+02  6.1035805e+02
  2.2449823e+02  3.4917650e+02  5.7367473e+02
  2.3916959e+02  3.5738992e+02  5.9655951e+02
  2.4831955e+02  3.8462869e+02  6.3294823e+02
  2.0633715e+02  3.4642795e+02  5.5276510e+02
  2.2060679e+02  3.1702365e+02  5.3763044e+02
  2.4042693e+02  3.3515859e+02  5.7558552e+02
  2.1887586e+02  3.4875469e+02  5.6763056e+02
  2.3641951e+02  3.3450098e+02  5.7092048e+02
  2.3400894e+02  3.5536967e+02  5.8937861e+02
  2.0347024e+02  3.2907214e+02  5.3254238e+02
  2.3051854e+02  3.6726577e+02  5.9778431e+02
  2.1018186e+02  3.2939328e+02  5.3957514e+02
  2.2978964e+02  3.6821586e+02  5.9800549e+02
  2.2343638e+02  3.3954175e+02  5.6297813e+02
  2.4186445e+02  3.3914799e+02  5.8101244e+02
  2.3494586e+02  3.5204995e+02  5.8699581e+02
  2.2568058e+02  3.3970584e+02  5.6538642e+02
  2.1869566e+02  3.3473534e+02  5.5343100e+02
  2.2489199e+02  3.5888839e+02  5.8378038e+02
  2.3529048e+02  3.4357126e+02  5.7886175e+02
  2.1822630e+02  3.4860116e+02  5.6682746e+02
  2.4448646e+02  3.3810736e+02  5.8259382e+02
  2.2109608e+02  3.4131450e+02  5.6241058e+02
  2.3458869e+02  3.4553079e+02  5.8011948e+02
  2.1701362e+02  3.4569823e+02  5.6271186e+02
  2.4581808e+02  3.3101052e+02  5.7682861e+02
  2.3275918e+02  3.2577413e+02  5.5853331e+02
  2.0113651e+02  3.4329714e+02  5.4443365e+02
  2.4749950e+02  3.4187982e+02  5.8937932e+02
  2.2910389e+02  3.4353296e+02  5.7263685e+02
  1.9069988e+02  3.5344252e+02  5.4414241e+02
  2.3467133e+02  3.3555317e+02  5.7022450e+02
  2.4567155e+02  3.4219175e+02  5.8786330e+02
  2.1294287e+02  3.4832253e+02  5.6126539e+02
  2.5491388e+02  3.6488600e+02  6.1979988e+02
  2.3817903e+02  3.4417963e+02  5.8235866e+02
  2.3222838e+02  3.3586139e+02  5.6808977e+02
  2.1558424e+02  3.2897973e+02  5.4456397e+02
  2.3539484e+02  3.4145467e+02  5.7684951e+02
  2.1106772e+02  3.5682923e+02  5.6789695e+02
  2.3074169e+02  3.4444287e+02  5.7518455e+02
  2.4136628e+02  3.6073074e+02  6.0209702e+02
  2.1277050e+02  3.6607456e+02  5.7884506e+02
  2.3268021e+02  3.1362728e+02  5.4630749e+02
  2.1943866e+02  3.4329557e+02  5.6273423e+02
  2.2009414e+02  3.3314035e+02  5.5323449e+02
  2.3601582e+02  3.4872871e+02  5.8474453e+02
  1.9969987e+02  3.5013470e+02  5.4983457e+02
  2.3773619e+02  3.5606871e+02  5.9380490e+02
  2.1364318e+02  3.2522755e+02  5.3887074e+02
  2.3337643e+02  3.2853422e+02  5.6191065e+02
  2.5144789e+02  3.6109756e+02  6.1254546e+02
  2.3905326e+02  3.8029574e+02  6.1934900e+02
  2.3367273e+02  3.6024298e+02  5.9391572e+02
  2.0235783e+02  3.4048331e+02  5.4284113e+02
  2.5771518e+02  3.4393108e+02  6.0164625e+02
  2.3986761e+02  3.2799189e+02  5.6785950e+02
  2.5270924e+02  3.5341821e+02  6.0612745e+02
  2.3611469e+02  3.8114538e+02  6.1726007e+02
  2.1843748e+02  3.4941780e+02  5.6785527e+02
  2.2457100e+02  3.7785726e+02  6.0242827e+02
  2.2831756e+02  3.5811891e+02  5.8643646e+02
  2.3316260e+02  3.4114859e+02  5.7431119e+02
  2.3912565e+02  3.6134951e+02  6.0047516e+02
  2.3716037e+02  3.5604541e+02  5.9320578e+02
  2.1233842e+02  3.1802136e+02  5.3035978e+02
  2.3822201e+02  3.8001391e+02  6.1823592e+02
  2.4656759e+02  3.4877410e+02  5.9534169e+02
  2.3983725e+02  3.5552578e+02  5.9536302e+02
  2.8174182e+02  3.5586417e+02  6.3760599e+02
