    1    0    0      6.00965065e-01    1.91512557e-01   -1.68718212e-01    1.91324675e-01
    2    0    0      1.20193013e+00    4.87717946e-01   -4.61660911e-01    4.88089554e-01
    3    0    0      1.80289519e+00    3.91632021e-01   -3.60231796e-01    3.91947356e-01
    4    0    0      2.40386026e+00    2.56788388e-01   -2.15538969e-01    2.57044604e-01
    5    0    0      3.00482532e+00    1.91619629e-01   -1.33386735e-01    1.90976197e-01
    6    0    0      3.60579039e+00    1.72932527e-01   -8.71691258e-02    1.73344480e-01
    7    0    0      4.20675545e+00    1.83673550e-01   -6.07667611e-02    1.83915765e-01
    8    0    0      4.80772052e+00    2.19481239e-01   -3.43523391e-02    2.19521155e-01
    9    0    0      5.40868558e+00    2.82115983e-01   -1.17524207e-03    2.81832734e-01
   10    0    0      6.00965065e+00    3.72421865e-01    4.71982514e-02    3.75404299e-01
   11    0    0      6.61061571e+00    4.52247255e-01    7.56194358e-02    4.49427242e-01
   12    0    0      7.21158078e+00    4.60204489e-01    4.99676757e-02    4.59720087e-01
   13    0    0      7.81254584e+00    4.22202827e-01    6.50606380e-04    4.21678865e-01
   14    0    0      8.41351091e+00    3.76925806e-01   -2.27222181e-02    3.77959882e-01
   15    0    0      9.01447597e+00    3.38387371e-01   -2.82069046e-02    3.38346183e-01
   16    0    0      9.61544104e+00    3.14111016e-01   -2.30710362e-02    3.12588363e-01
   17    0    0      1.02164061e+01    3.00202849e-01   -1.24528201e-02    3.00633308e-01
   18    0    0      1.08173712e+01    3.00298062e-01   -5.14988636e-03    3.01159410e-01
   19    0    0      1.14183362e+01    3.16559303e-01    4.43290224e-03    3.17232165e-01
   20    0    0      1.20193013e+01    3.41480551e-01    1.03017204e-02    3.39748935e-01
   21    0    0      1.26202664e+01    3.65905543e-01    1.31977679e-02    3.66102309e-01
   22    0    0      1.32212314e+01    3.86145529e-01    1.29195968e-02    3.84703696e-01
   23    0    0      1.38221965e+01    3.88205841e-01    3.31414853e-03    3.87673807e-01
   24    0    0      1.44231616e+01    3.79693176e-01   -4.15921492e-03    3.78909129e-01
   25    0    0      1.50241266e+01    3.60468146e-01   -8.27460203e-03    3.62504081e-01
   26    0    0      1.56250917e+01    3.42698027e-01   -7.28965120e-03    3.41756841e-01
   27    0    0      1.62260568e+01    3.29005512e-01   -6.43308922e-03    3.27496102e-01
   28    0    0      1.68270218e+01    3.22860561e-01   -3.68462235e-03    3.22778224e-01
   29    0    0      1.74279869e+01    3.25698045e-01    1.56120785e-03    3.25578652e-01
   30    0    0      1.80289519e+01    3.35941517e-01    2.91064381e-03    3.36010530e-01
