    0    0    0      0.00000000e+00      0.00000000e+00      5.60000028e+02
    1    0    0      6.00965065e-01      7.20769636e-01      4.59543097e-02
    1    1    0      8.49892945e-01      1.33867334e+00      4.81340459e-02
    1    1    1      1.04090203e+00      1.72392402e+00      5.01617821e-02
    2    0    0      1.20193013e+00      1.90059395e+00      5.20331146e-02
    2    1    0      1.34379874e+00      1.91782989e+00      5.41601104e-02
    2    1    1      1.47205776e+00      1.84375687e+00      5.67094052e-02
    2    2    0      1.69978589e+00      1.62091381e+00      6.13351653e-02
    2    2    1      1.80289519e+00      1.50293775e+00      6.33375610e-02
    2    2    2      2.08180405e+00      1.20562901e+00      7.06591927e-02
    3    0    0      1.80289519e+00      1.49559972e+00      6.36834652e-02
    3    1    0      1.90041840e+00      1.39253202e+00      6.60592889e-02
    3    1    1      1.99317563e+00      1.29687015e+00      6.87472972e-02
    3    2    0      2.16681036e+00      1.13055102e+00      7.40783059e-02
    3    2    1      2.24860537e+00      1.05896999e+00      7.66404150e-02
    3    2    2      2.47784244e+00      8.90676987e-01      8.59141488e-02
    3    3    0      2.54967884e+00      8.49914031e-01      8.90379976e-02
    3    3    1      2.61954599e+00      8.09852329e-01      9.29774117e-02
    3    3    2      2.81877601e+00      7.14754192e-01      1.04090416e-01
    3    3    3      3.12270608e+00      6.15220572e-01      1.25008350e-01
    4    0    0      2.40386026e+00      9.40979800e-01      8.25689913e-02
    4    1    0      2.47784244e+00      8.92615330e-01      8.62461282e-02
    4    1    1      2.54967884e+00      8.47590176e-01      8.96400942e-02
    4    2    0      2.68759747e+00      7.76435435e-01      9.69032217e-02
    4    2    1      2.75396790e+00      7.44369060e-01      1.00209604e-01
    4    2    2      2.94411552e+00      6.69480977e-01      1.11909412e-01
    4    3    0      3.00482532e+00      6.49006595e-01      1.16615091e-01
    4    3    1      3.06433259e+00      6.29738807e-01      1.20790769e-01
    4    3    2      3.23629592e+00      5.86014455e-01      1.34997842e-01
    4    3    3      3.50419838e+00      5.35016759e-01      1.58807129e-01
    4    4    0      3.39957178e+00      5.53612577e-01      1.49008722e-01
    4    4    1      3.45228146e+00      5.43995980e-01      1.54472996e-01
    4    4    2      3.60579039e+00      5.23174704e-01      1.69861000e-01
    4    4    3      3.84805397e+00      5.01465103e-01      1.99290498e-01
    4    4    4      4.16360810e+00      4.86775839e-01      2.44870770e-01
    5    0    0      3.00482532e+00      6.50698857e-01      1.17062271e-01
    5    1    0      3.06433259e+00      6.28967144e-01      1.20542574e-01
    5    1    1      3.12270608e+00      6.12353342e-01      1.24968606e-01
    5    2    0      3.23629592e+00      5.88277077e-01      1.34654564e-01
    5    2    1      3.29162122e+00      5.73264356e-01      1.38939735e-01
    5    2    2      3.45228146e+00      5.43507560e-01      1.54226286e-01
    5    3    0      3.50419838e+00      5.34407914e-01      1.59379241e-01
    5    3    1      3.55535727e+00      5.29383005e-01      1.64813783e-01
    5    3    2      3.70459746e+00      5.12494563e-01      1.81618801e-01
    5    3    3      3.94079147e+00      4.94944947e-01      2.10684884e-01
    5    4    0      3.84805397e+00      4.98831155e-01      1.98375456e-01
    5    4    1      3.89469875e+00      4.96456705e-01      2.04834467e-01
    5    4    2      4.03139621e+00      4.90403582e-01      2.23147475e-01
    5    4    3      4.24946473e+00      4.85739418e-01      2.57068189e-01
    5    4    4      4.53718674e+00      4.89891038e-01      3.07434528e-01
    5    5    0      4.24946473e+00      4.84145702e-01      2.58272081e-01
    5    5    1      4.29174900e+00      4.85585592e-01      2.64432310e-01
    5    5    2      4.41617329e+00      4.86754503e-01      2.85756298e-01
    5    5    3      4.61610025e+00      4.92426639e-01      3.25915353e-01
    5    5    4      4.88226327e+00      5.11727547e-01      3.89005118e-01
    5    5    5      5.20451013e+00      5.44658026e-01      4.86326661e-01
