    1    0    0      6.00965065e-01
              0  7.2027281e-01  0.0000000e+00
              1  4.3766112e-01  8.0230433e-04
              2  3.0502069e-01  6.1695539e-04
              3  2.2086783e-01  4.9156297e-04
              4  1.6190725e-01  6.4209878e-04
              5  1.1956544e-01  1.3662383e-03
              6  8.9717409e-02  3.0725080e-03
              7  6.7923539e-02  3.0544096e-03
              8  5.3368710e-02  2.7909871e-03
              9  4.0960428e-02  2.8982263e-03
             10  3.2333460e-02  9.0301012e-04
             11  2.4473805e-02  1.0876463e-03
             12  2.0304918e-02  7.8371284e-04
             13  1.6097269e-02  4.1471156e-04
             14  1.2350514e-02 -4.3882673e-04
             15  9.0101554e-03 -7.8344225e-04
             16  7.3503725e-03 -9.5640131e-04
             17  7.8716303e-03 -1.6520390e-03
             18  6.1465289e-03 -1.3212967e-03
             19  5.1921182e-03 -2.4317961e-03


    2    0    0      1.20193013e+00
              0  1.8990782e+00  0.0000000e+00
              1  1.2217341e+00  2.5270393e-03
              2  8.7940425e-01  5.2767420e-03
              3  6.5252656e-01  6.8577597e-03
              4  4.9151826e-01  6.3660315e-03
              5  3.7221506e-01  8.4384731e-03
              6  2.8721254e-01  6.3317280e-03
              7  2.1867138e-01  6.6642513e-03
              8  1.6840598e-01  5.3690417e-03
              9  1.2953567e-01  3.9255116e-03
             10  9.9658291e-02  2.5424546e-03
             11  7.7298222e-02  5.4174054e-03
             12  5.9798032e-02  7.8631721e-03
             13  4.7113185e-02  6.0816717e-03
             14  3.8358689e-02  4.5831555e-03
             15  2.9894065e-02  2.3792116e-03
             16  2.2903594e-02 -1.6404983e-03
             17  1.4327075e-02  1.9223735e-03
             18  8.2598682e-03 -2.1311931e-03
             19  7.6640002e-03 -3.6584298e-03


    3    0    0      1.80289519e+00
              0  1.5040187e+00  0.0000000e+00
              1  8.5292123e-01 -5.2084659e-05
              2  5.6024819e-01 -3.3152700e-04
              3  3.8589082e-01  1.2228729e-03
              4  2.7356530e-01  4.8981987e-03
              5  1.9751387e-01  1.8257692e-03
              6  1.4445268e-01 -1.9456528e-03
              7  1.0682937e-01 -5.1006629e-03
              8  7.5816296e-02 -5.5970796e-03
              9  5.7128414e-02 -4.5964321e-03
             10  4.4505079e-02 -2.5200232e-03
             11  3.4699478e-02 -2.6492137e-03
             12  2.6316505e-02 -3.5201420e-03
             13  1.8545380e-02 -2.6248654e-03
             14  1.1208770e-02 -1.6275754e-03
             15  3.9944820e-03 -5.9074099e-04
             16  2.2684376e-03  4.2165554e-04
             17 -1.4547178e-03 -4.5037815e-04
             18  1.2247767e-03  1.1049931e-03
             19 -2.2915557e-03  2.5990488e-03


    4    0    0      2.40386026e+00
              0  9.4490093e-01  0.0000000e+00
              1  4.8264548e-01 -3.1946114e-04
              2  2.9728479e-01 -8.7279898e-04
              3  1.9393513e-01  7.7852026e-04
              4  1.3041893e-01  1.6833041e-03
              5  8.8698816e-02 -3.4009254e-04
              6  6.0923095e-02  1.0979095e-03
              7  4.0717978e-02  5.7005010e-04
              8  2.9438538e-02 -9.8391584e-04
              9  2.1348619e-02 -1.0071805e-03
             10  1.4223983e-02 -1.4876026e-03
             11  1.0896709e-02 -9.0522235e-04
             12  9.9524495e-03 -1.2357667e-03
             13  7.3874797e-03 -2.0611131e-03
             14  4.3283218e-03 -3.5178376e-03
             15  4.0771443e-03 -2.3162953e-03
             16  1.8078187e-03 -1.8314968e-03
             17  2.7867180e-04  1.5276891e-05
             18 -1.3369925e-03 -2.7227061e-04
             19  3.5557712e-04 -1.3805024e-03


    5    0    0      3.00482532e+00
              0  6.4935738e-01  0.0000000e+00
              1  3.1606619e-01  9.8067428e-04
              2  1.9024292e-01  1.3988811e-03
              3  1.2172301e-01 -1.8237123e-04
              4  7.8710938e-02 -6.4366126e-04
              5  5.1378144e-02 -1.3032942e-03
              6  3.4975378e-02 -5.0265519e-05
              7  2.5310199e-02 -2.7942172e-04
              8  1.7240119e-02 -1.3408637e-03
              9  1.2584256e-02 -2.0409550e-05
             10  8.7165654e-03 -7.0334951e-04
             11  7.9584534e-03 -1.4410593e-03
             12  5.8576849e-03 -1.0549175e-03
             13  4.7697116e-03 -6.4278893e-04
             14  3.0617301e-03 -1.4702734e-04
             15  1.2276549e-03  1.3204016e-04
             16  1.7328205e-03 -1.1021663e-05
             17  1.2112586e-03 -4.1453652e-04
             18  8.6788931e-04 -1.4910931e-03
             19 -8.2310475e-05 -2.2953401e-03


