  4.5678492e+02  1.0899480e+03  1.0704210e+02  1.6537750e+03  1.2074312e+03  2.8612062e+03
  4.4060353e+02  1.1633669e+03  1.0233554e+02  1.7063060e+03  1.1941211e+03  2.9004271e+03
  4.5651937e+02  1.1173895e+03  1.0414038e+02  1.6780492e+03  1.2355567e+03  2.9136060e+03
  4.7628478e+02  1.1012100e+03  1.0346666e+02  1.6809614e+03  1.1647735e+03  2.8457349e+03
  4.7697954e+02  1.1369514e+03  1.1575068e+02  1.7296816e+03  1.1894731e+03  2.9191547e+03
  4.6376978e+02  1.1488226e+03  9.7580837e+01  1.7101732e+03  1.2491641e+03  2.9593372e+03
  4.4383337e+02  1.1033066e+03  1.0093126e+02  1.6480712e+03  1.1665944e+03  2.8146656e+03
  4.4218954e+02  1.1458777e+03  1.1401457e+02  1.7020818e+03  1.2019575e+03  2.9040393e+03
  4.6757383e+02  1.1492949e+03  1.0782412e+02  1.7246928e+03  1.2361724e+03  2.9608652e+03
  4.5552073e+02  1.0620396e+03  8.4396311e+01  1.6019567e+03  1.1522628e+03  2.7542194e+03
  4.8468996e+02  1.1394272e+03  1.0487646e+02  1.7289936e+03  1.2000678e+03  2.9290614e+03
  4.7759435e+02  1.1444788e+03  1.0929249e+02  1.7313656e+03  1.2556541e+03  2.9870197e+03
  4.3370332e+02  1.0895495e+03  1.0585466e+02  1.6291074e+03  1.1415104e+03  2.7706178e+03
  4.5956370e+02  1.1707940e+03  9.3496135e+01  1.7238538e+03  1.1608888e+03  2.8847426e+03
  4.6239477e+02  1.2035051e+03  1.0813980e+02  1.7740397e+03  1.2010113e+03  2.9750509e+03
  4.5211062e+02  1.0764865e+03  1.1213448e+02  1.6407316e+03  1.1758626e+03  2.8165942e+03
  4.5443948e+02  1.1284320e+03  9.0493573e+01  1.6733650e+03  1.1823553e+03  2.8557203e+03
  4.7000214e+02  1.1714719e+03  1.0571666e+02  1.7471907e+03  1.2249772e+03  2.9721678e+03
  4.5296537e+02  1.0769067e+03  1.0600553e+02  1.6358776e+03  1.2142435e+03  2.8501211e+03
  4.6392306e+02  1.0959190e+03  9.5368924e+01  1.6552110e+03  1.1660311e+03  2.8212420e+03
  4.7168152e+02  1.1685203e+03  1.1764676e+02  1.7578485e+03  1.2192878e+03  2.9771363e+03
  4.7812918e+02  1.1491314e+03  9.4239177e+01  1.7214998e+03  1.1911350e+03  2.9126347e+03
  4.3974137e+02  1.0410508e+03  1.0241568e+02  1.5832079e+03  1.2065229e+03  2.7897308e+03
  4.7601246e+02  1.1562663e+03  8.4755380e+01  1.7170341e+03  1.2207000e+03  2.9377342e+03
  4.4283303e+02  1.1738124e+03  9.4755602e+01  1.7114010e+03  1.2182415e+03  2.9296425e+03
  4.3475120e+02  1.1081384e+03  1.0163202e+02  1.6445216e+03  1.1507998e+03  2.7953214e+03
  4.5516463e+02  1.1192447e+03  9.7755004e+01  1.6721643e+03  1.2391024e+03  2.9112668e+03
