  2.2310859e+02  3.6148992e+02  4.3793187e+01  6.2839169e+02  1.1937303e+03  1.8221220e+03
  2.2476985e+02  3.3240768e+02  4.3397708e+01  6.0057524e+02  1.2215204e+03  1.8220956e+03
  2.6078662e+02  3.7118542e+02  4.3399512e+01  6.7537155e+02  1.1467788e+03  1.8221504e+03
  2.3602799e+02  3.3505321e+02  4.2893468e+01  6.1397467e+02  1.2081422e+03  1.8221168e+03
  2.2233668e+02  3.5458501e+02  4.2773384e+01  6.1969507e+02  1.2024217e+03  1.8221167e+03
  2.4743161e+02  3.3672142e+02  4.2729415e+01  6.2688245e+02  1.1952415e+03  1.8221240e+03
  2.2005556e+02  3.6588272e+02  4.1161267e+01  6.2709955e+02  1.1950208e+03  1.8221203e+03
  2.2198135e+02  3.4493782e+02  3.9805886e+01  6.0672505e+02  1.2153993e+03  1.8221244e+03
  2.3701334e+02  3.6692768e+02  3.9151098e+01  6.4309211e+02  1.1790402e+03  1.8221323e+03
  2.4372400e+02  3.4473862e+02  3.8141894e+01  6.2660451e+02  1.1954942e+03  1.8220987e+03
  2.5105114e+02  3.4934809e+02  3.8678320e+01  6.3907755e+02  1.1830328e+03  1.8221103e+03
